cuid,created_at,provider,model,survey,temperature,input_tokens,output_tokens,prompt_uid,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,R
43387e20-bc45-4bd1-b53c-5bb3be358fe9,2025-08-14T14:21:22Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5067,296,ana,8,9,11,8,8,8,1,1,8,2,7,1,1,9,10,2,2,1,1,11,3,1,9,8,10,10,3,1,1,1,1,9,7,10,1,7,1,6,1,2,2,1,1,7,9,NA,NA,NA,NA,NA,1,4,7,2,6,3,5,8,9,NA,Decentralized renewable energy empowers communities while rejecting harmful corporate/state control
9ed5e1be-280e-4311-847f-e36cd62b8182,2025-08-14T17:47:20Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5091,299,coa,8,8,11,8,10,7,11,3,9,6,9,2,1,11,11,2,10,2,7,7,4,6,10,11,9,11,5,1,7,2,1,10,10,10,2,11,1,9,3,7,3,3,3,8,11,NA,NA,NA,NA,NA,1,4,7,3,6,5,2,8,9,NA,"As a climate refugee, I prioritize proven renewables that can protect coastal communities from rising seas."
8c035ddb-0fb8-4ad9-b98a-e722c034c592,2025-08-14T17:47:29Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5091,298,coa,3,9,10,8,10,8,10,4,8,6,9,4,1,11,11,3,7,4,6,8,4,5,10,11,9,10,6,1,5,3,1,9,8,10,2,11,2,8,2,7,4,4,3,9,11,NA,NA,NA,NA,NA,3,4,5,2,6,8,1,7,9,NA,"As a flood victim, I strongly support renewable energy to combat climate change and sea level rise."
6c06dbc4-6fa2-4b71-923a-9034fcc62c46,2025-08-14T17:47:41Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5091,297,coa,3,8,11,6,10,8,10,4,8,5,9,2,1,11,11,3,9,3,7,7,4,6,9,11,9,10,6,1,7,3,1,10,9,10,2,11,1,8,2,6,4,4,4,8,11,NA,NA,NA,NA,NA,2,5,3,6,7,8,1,4,9,NA,"As a flood victim, I strongly support renewable energy to combat climate change and prevent disasters."
9d42b84d-f5d5-4601-8ea0-23b333b051ea,2025-08-14T17:47:50Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5091,298,coa,4,8,11,7,10,7,10,3,8,5,9,3,1,11,11,2,8,2,6,8,4,5,9,11,9,11,6,3,6,2,1,9,10,10,2,11,1,8,1,5,3,4,4,8,11,NA,NA,NA,NA,NA,5,3,8,2,4,7,1,6,9,NA,"As a coastal resident facing climate impacts, I prioritize proven renewables over fossil fuels."
b5d6b7b3-3d33-4f01-a23f-b1e88942b613,2025-08-14T17:47:59Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5091,298,coa,4,8,11,6,10,7,10,2,8,5,9,2,1,11,11,2,7,3,6,8,9,4,10,11,9,9,5,1,5,2,1,10,9,10,1,10,1,7,2,4,3,3,3,8,11,NA,NA,NA,NA,NA,1,4,6,2,5,3,8,7,9,NA,"As a flood victim, I strongly support renewable energy to combat climate change and sea level rise."
18e03901-6c11-45b1-844e-52117cb78973,2025-08-14T14:28:38Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5061,295,con,8,8,3,8,7,8,3,7,4,7,4,10,9,3,5,9,5,10,8,7,9,9,3,8,4,4,9,8,8,10,9,4,4,2,9,5,11,3,10,7,10,10,9,5,2,NA,NA,NA,NA,NA,7,6,2,3,4,9,8,5,1,NA,"Coal is reliable and proven, while unproven alternatives threaten economic stability."
739c85c4-9813-4715-849c-8dfddf2fef38,2025-08-14T14:28:50Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5061,295,con,7,8,4,8,7,7,6,7,5,7,5,10,9,4,6,8,5,9,8,8,8,10,4,9,7,5,9,8,7,9,8,5,5,3,8,7,10,4,9,6,9,10,9,6,4,NA,NA,NA,NA,NA,7,5,2,4,3,9,6,1,8,NA,"Nuclear and clean coal are proven, reliable technologies that align with traditional energy infrastructure."
41d50dcf-f3d0-475b-bc7c-87fd58b9a10f,2025-08-14T14:29:00Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5061,295,con,8,8,3,8,7,3,6,6,4,8,5,10,8,2,6,9,4,10,8,7,9,11,4,7,4,3,9,8,7,9,9,5,4,2,9,4,11,4,9,7,10,10,9,6,3,NA,NA,NA,NA,NA,8,6,2,5,4,9,7,1,3,NA,Traditional reliable energy sources like nuclear and coal are proven and economically sound choices.
bdcb341a-30be-4409-86f5-b44bfdd71937,2025-08-14T14:29:10Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5061,296,con,9,9,3,8,7,6,4,6,5,7,4,9,7,4,6,8,6,10,8,6,8,9,4,5,3,5,9,8,7,8,8,5,3,4,8,6,9,4,10,7,9,9,8,5,4,NA,NA,NA,NA,NA,7,6,1,4,3,9,8,2,5,NA,Coal with CO2 burial is safest for economy while maintaining traditional energy infrastructure.
4e4cb68e-78c1-4f84-8bf0-3bbcad7d4d43,2025-08-14T14:29:23Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5061,294,con,8,7,3,8,8,4,4,7,4,8,5,9,8,3,6,9,7,10,9,6,9,10,4,6,5,5,10,3,9,9,8,5,5,3,9,6,10,4,9,8,9,10,9,6,4,NA,NA,NA,NA,NA,7,6,2,4,3,8,9,1,5,NA,Nuclear and clean coal offer reliable baseload power while preserving economic stability.
78f1b309-9da7-4082-8252-3d58735a74be,2025-08-15T13:48:50Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5088,298,csk,11,11,1,11,1,1,1,11,1,8,1,11,11,1,1,11,1,11,1,11,11,1,1,1,11,1,11,11,1,11,11,1,1,1,11,1,11,1,11,1,11,11,11,1,1,NA,NA,NA,NA,NA,8,7,2,4,3,6,9,5,1,NA,Coal is cheap and reliable - renewables are expensive and unreliable wastes of money.
31035460-3a87-424a-a015-54d67f23b5cb,2025-08-15T13:48:57Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5088,299,csk,10,10,1,8,6,1,3,3,2,9,2,11,11,1,2,11,1,11,11,9,10,11,2,2,8,2,11,11,2,11,11,2,3,1,11,2,11,2,11,4,11,11,10,3,1,NA,NA,NA,NA,NA,8,6,4,5,3,9,7,2,1,NA,"Coal is cheap and reliable, while renewables are expensive and unreliable wastes of money."
ca81d358-0a0c-4dab-ba0f-7e431128ff53,2025-08-15T13:49:17Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5088,299,csk,10,9,1,8,4,1,3,3,3,10,2,11,11,1,2,11,1,11,4,8,9,11,2,4,2,1,11,10,3,11,11,3,2,1,11,2,11,2,11,8,11,11,10,3,1,NA,NA,NA,NA,NA,8,6,2,5,3,7,9,4,1,NA,"Coal is cheap and reliable, while renewables are expensive and unreliable wastes of money."
133621b9-37bd-43db-992d-41cbd55ac6da,2025-08-15T13:49:37Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5088,299,csk,11,11,1,11,1,1,1,1,1,8,1,11,11,1,1,11,1,11,8,8,9,8,1,1,1,1,11,11,8,11,11,1,1,1,11,1,11,1,11,8,11,11,11,1,1,NA,NA,NA,NA,NA,8,7,4,6,2,5,9,3,1,NA,"Coal is cheap and reliable, while renewables are expensive and unreliable wastes of money."
b3b8ed6a-63ba-4ed6-b4f4-f34576a2ae91,2025-08-15T13:50:02Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5088,300,csk,11,9,1,8,8,2,3,7,2,8,2,11,11,1,2,11,9,11,9,7,11,11,2,3,3,2,11,11,10,11,11,2,4,1,11,2,11,2,11,9,11,11,10,3,1,NA,NA,NA,NA,NA,8,7,3,4,5,6,9,2,1,NA,"Coal is cheap and reliable, while renewables are costly and unreliable for baseload power needs."
6f6aa0b3-bc41-4f5d-a3f3-25249a919628,2025-08-14T18:01:43Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5085,299,ctr,8,7,11,8,9,8,10,3,7,5,8,3,1,11,11,2,8,3,6,10,4,5,9,11,9,11,6,2,6,3,1,9,9,10,2,11,2,8,3,6,4,4,4,7,11,NA,NA,NA,NA,NA,2,6,7,4,5,3,1,8,9,NA,"As a heat-stressed worker, I prioritize solar and wind to reduce dangerous outdoor working conditions."
2ac03688-a19e-4888-8f7a-78e0a7e6fdaf,2025-08-14T18:01:53Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5085,301,ctr,3,9,11,8,9,9,10,4,8,6,8,3,1,11,11,3,5,3,5,11,4,6,10,11,11,11,7,1,4,4,1,9,9,10,2,11,2,7,2,7,4,5,3,8,11,NA,NA,NA,NA,NA,3,7,5,4,6,2,1,8,9,NA,"As a heat-stressed worker, I prioritize solar and geothermal to reduce dangerous outdoor conditions."
6c40e627-8b0d-43df-ac72-1b093a3dcf73,2025-08-14T18:02:05Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5085,298,ctr,4,8,10,8,9,8,10,6,7,5,7,2,1,10,10,3,7,4,6,8,5,6,9,11,9,10,7,2,6,3,1,9,8,9,3,10,2,7,3,6,4,5,5,7,11,NA,NA,NA,NA,NA,2,5,3,7,6,8,1,4,9,NA,"As a heat-stressed worker, I strongly support solar and wind to reduce dangerous outdoor conditions."
bbbfce07-01ca-4aab-a76e-e08e1c381e5a,2025-08-14T18:02:14Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5085,299,ctr,6,8,10,7,10,8,9,3,7,5,8,3,1,11,11,2,7,2,5,9,4,5,9,11,10,11,7,3,6,2,1,8,9,10,2,10,1,7,2,6,3,4,4,8,11,NA,NA,NA,NA,NA,5,3,8,2,4,7,1,6,9,NA,"As a heat-stressed worker, I prioritize clean energy that reduces extreme temperatures and saves lives."
42827778-c37c-4734-ae21-68e5ff5b6a01,2025-08-14T18:02:25Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5085,296,ctr,6,8,10,8,9,7,9,3,8,5,9,3,1,10,11,3,7,4,6,9,8,6,10,11,10,10,6,1,5,3,1,9,9,10,2,11,2,7,2,5,4,4,4,8,11,NA,NA,NA,NA,NA,1,4,6,2,5,3,8,7,9,NA,"As a heat-stressed worker, I support renewable energy that reduces dangerous climate impacts."
89a2f8f7-abe6-4cb1-9775-56c193baa15e,2025-08-14T18:18:03Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5094,298,dis,7,8,10,8,10,6,10,3,8,6,9,3,1,10,11,2,10,3,8,7,5,7,9,11,9,10,6,2,7,2,1,9,9,9,2,11,2,8,4,7,4,4,3,8,11,NA,NA,NA,NA,NA,2,4,7,3,5,8,1,6,9,NA,"As a dengue survivor, I prioritize clean energy to combat climate change and disease spread."
6096fb3f-91d2-4780-8ec6-2af7ee1f8a10,2025-08-14T18:18:14Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5094,298,dis,4,10,10,8,10,8,10,3,8,6,9,4,1,10,11,2,6,3,5,9,4,6,9,11,8,11,6,1,5,3,1,9,8,10,2,11,2,8,3,7,4,4,3,8,11,NA,NA,NA,NA,NA,3,4,6,2,5,7,1,8,9,NA,"As a dengue survivor, I prioritize clean energy to combat climate change and disease spread."
f57e98fc-a2e5-4a61-8ac2-3084a68221f0,2025-08-14T18:18:24Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5094,298,dis,4,8,10,8,10,7,10,3,9,5,8,3,1,11,11,2,9,4,7,7,4,6,9,11,9,10,7,1,6,3,1,10,9,9,2,11,2,8,3,7,4,5,4,8,11,NA,NA,NA,NA,NA,2,5,3,7,6,8,1,4,9,NA,"As a dengue survivor, I prioritize clean energy to combat climate change and disease spread."
376f8a7b-bb5d-4636-9714-ec8c4450a8f2,2025-08-14T18:18:34Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5094,297,dis,4,7,10,6,10,8,9,3,8,6,8,3,1,10,11,2,7,2,6,7,4,6,9,11,8,11,6,3,6,2,1,9,9,9,2,10,2,7,2,7,3,4,5,8,10,NA,NA,NA,NA,NA,5,3,8,2,4,7,1,6,9,NA,"Having survived dengue, I prioritize clean energy to combat climate-driven disease spread."
74a0676b-e60c-4810-93a7-b0981c11abd3,2025-08-15T14:18:41Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5094,298,dis,4,8,11,7,10,8,10,4,8,5,8,3,1,10,11,2,7,3,6,7,4,5,9,10,9,10,6,2,5,2,1,9,9,9,2,9,1,7,3,5,4,4,3,8,10,NA,NA,NA,NA,NA,1,3,8,5,7,4,2,6,9,NA,"As a dengue survivor, I prioritize clean energy to combat climate-driven disease spread."
6a235cb4-40db-4d10-9377-3385ff583be7,2025-08-14T15:46:28Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5058,299,eco,4,8,11,8,11,7,10,2,9,3,9,2,1,11,11,2,6,2,5,7,3,4,10,11,9,11,6,1,4,2,1,10,10,10,1,9,1,8,2,6,3,3,3,8,11,NA,NA,NA,NA,NA,1,4,7,3,6,5,2,8,9,NA,"Prioritize renewables like wind and solar while phasing out fossil fuels, especially coal."
fb624798-0c6d-4109-883d-0ec4f8ebea4a,2025-08-14T15:46:39Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5058,300,eco,2,9,11,8,10,8,10,3,9,4,8,2,1,11,11,2,4,2,4,8,3,3,10,11,9,11,6,1,2,3,1,10,9,10,1,9,1,7,2,6,3,4,2,7,11,NA,NA,NA,NA,NA,1,4,6,3,5,8,2,7,9,NA,"Prioritize renewables like wind/solar, phase out fossil fuels, avoid nuclear risks and costs"
2fadd622-bf96-43dd-9089-d03d329c3a47,2025-08-14T15:46:48Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5058,297,eco,2,8,11,7,10,8,10,4,9,2,9,1,1,11,11,2,6,2,4,7,3,3,10,11,9,11,6,1,4,2,1,10,9,10,1,9,1,7,1,5,3,3,3,8,11,NA,NA,NA,NA,NA,4,2,3,5,7,8,1,6,9,NA,Solar and biomass offer sustainable solutions while coal must be phased out for climate protection.
9b812fb2-dcf6-4d38-b302-7da9da546dc3,2025-08-14T15:46:56Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5058,296,eco,3,8,11,7,10,8,10,2,8,4,8,2,1,11,11,2,6,2,5,6,3,4,10,11,9,11,6,2,5,2,1,9,10,9,1,9,1,7,1,4,3,4,3,7,11,NA,NA,NA,NA,NA,5,4,8,2,6,3,1,7,9,NA,"Solar leads renewables as most sustainable, while coal remains most environmentally destructive."
4922eefd-30b6-401a-a0b2-dda77850d15e,2025-08-15T14:20:00Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5058,298,eco,2,9,11,8,11,9,11,3,9,2,8,1,1,11,11,1,4,1,4,6,3,2,11,11,10,11,6,1,3,1,1,10,9,11,1,7,1,8,1,3,2,2,2,7,11,NA,NA,NA,NA,NA,1,6,8,5,7,4,2,3,9,NA,"Wind and solar lead sustainable future, while fossil fuels must be phased out urgently."
4fa22ca6-180d-4247-8414-df0a526df3e2,2025-08-14T18:34:23Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5088,298,eld,7,9,10,8,10,8,10,3,8,5,8,3,1,10,11,2,9,3,7,8,4,6,8,11,9,10,7,2,6,3,1,9,9,9,2,11,2,7,4,6,6,5,4,7,11,NA,NA,NA,NA,NA,2,6,7,3,5,4,1,8,9,NA,"As an elderly person facing heat waves, I strongly support solar power for reliable cooling in summer."
deeeba89-edce-4fb7-9185-90bbfa8c372e,2025-08-14T18:34:33Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5088,301,eld,3,9,10,9,10,9,11,5,8,6,8,3,1,10,11,3,7,4,6,10,4,5,8,11,9,11,7,2,5,4,1,9,8,10,2,11,2,6,4,7,5,6,4,8,11,NA,NA,NA,NA,NA,3,6,5,2,4,7,1,8,9,NA,"As an elderly person facing heat waves, I prioritize reliable clean energy that won't worsen climate impacts."
76c80e29-96a0-41a3-b9e4-b93d04d1ae15,2025-08-14T18:34:44Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5088,298,eld,4,10,11,9,10,8,10,7,10,5,9,3,1,11,11,3,8,4,7,8,5,6,9,11,9,10,7,2,6,9,1,9,9,10,2,10,2,8,3,7,7,6,6,8,11,NA,NA,NA,NA,NA,2,4,3,7,6,8,1,5,9,NA,"As an elderly person facing severe heatwaves, I strongly support reliable renewable energy solutions."
2a327984-7c19-4901-bdb9-f69e2e8a79dd,2025-08-14T18:34:56Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5088,301,eld,9,9,10,8,10,9,9,3,8,5,8,3,1,10,11,2,6,2,5,9,4,4,9,11,10,11,7,3,6,3,1,8,9,10,2,10,1,7,11,6,4,5,5,7,11,NA,NA,NA,NA,NA,5,3,8,2,4,6,1,7,9,NA,"As an elderly person vulnerable to heat, I prioritize reliable clean energy that won't worsen climate impacts."
03cb1559-4692-42a5-8097-0b439084be95,2025-08-14T18:35:09Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5088,297,eld,7,9,11,9,10,8,11,2,8,5,9,3,1,11,11,2,6,3,5,8,8,4,9,11,10,10,6,1,3,2,1,9,10,10,2,11,2,7,3,4,3,4,3,8,11,NA,NA,NA,NA,NA,1,4,6,2,5,3,8,7,9,NA,"As an elderly person suffering from heat, I strongly support reliable renewable energy for climate action."
2a59655f-ac29-4614-8c8f-de232015ef3e,2025-08-14T18:48:47Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5085,296,far,7,8,11,8,10,6,10,3,8,6,9,2,1,11,11,2,10,2,7,7,5,6,9,11,9,10,6,2,7,2,1,9,10,9,2,11,1,8,3,7,4,4,3,8,11,NA,NA,NA,NA,NA,2,4,7,3,5,8,1,6,9,NA,"As a climate refugee, I prioritize renewable energy sources that can prevent future disasters."
ee42df83-989f-44b0-b469-1f440b20b0dc,2025-08-14T18:48:55Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5085,299,far,5,8,10,8,10,8,10,4,8,6,9,4,1,11,11,2,7,3,6,9,4,5,11,11,10,11,6,1,5,3,1,10,9,10,2,11,2,8,4,7,3,4,3,9,11,NA,NA,NA,NA,NA,3,4,5,2,6,8,1,7,9,NA,"As a climate refugee, I prioritize proven renewables over fossil fuels that destroyed my home."
c22dec7b-63d4-481b-bbc1-f88fec0ca3e1,2025-08-14T18:49:03Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5085,297,far,3,8,11,7,10,8,10,4,8,4,9,2,1,11,11,2,9,3,5,7,3,3,10,11,9,10,6,1,5,2,1,10,9,10,2,11,1,8,2,6,3,4,4,8,11,NA,NA,NA,NA,NA,2,4,3,5,7,8,1,6,9,NA,"As a climate refugee, I prioritize proven renewables that could have prevented my displacement."
c278583a-dfe0-4ce9-a98f-4fb62494fbce,2025-08-14T18:49:10Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5085,299,far,5,8,10,7,10,8,9,4,8,6,8,3,1,11,11,2,9,2,7,6,4,6,9,11,10,11,7,3,7,2,1,9,9,10,2,10,1,8,2,6,3,4,4,8,11,NA,NA,NA,NA,NA,5,3,8,2,6,7,1,4,9,NA,"As a climate refugee, I prioritize proven renewables over fossil fuels that destroyed my home."
ffbb4135-ee8d-487d-a01f-2657b3791f7f,2025-08-15T14:21:27Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5085,299,far,3,8,11,7,11,8,11,3,9,4,9,2,1,11,11,1,7,2,6,6,4,4,11,11,10,11,5,1,5,2,1,10,9,11,1,10,1,7,1,3,3,3,2,8,11,NA,NA,NA,NA,NA,1,4,8,6,7,5,2,3,9,NA,"As a climate refugee, I prioritize proven renewables over fossil fuels that destroyed my home."
472ec97a-10ac-4996-8a88-4850b6c86d24,2025-08-14T14:02:00Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5064,296,fas,8,8,3,3,4,2,11,8,2,7,2,11,9,1,2,10,9,11,10,9,9,11,2,8,9,1,10,10,10,11,11,2,9,2,10,2,11,3,11,6,11,10,9,4,1,NA,NA,NA,NA,NA,8,7,2,4,3,6,9,5,1,NA,Coal and nuclear power best serve the state's interests through centralized control and reliability.
ab4556ee-6c07-4187-aafa-d56b41efdb18,2025-08-14T14:02:11Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5064,295,fas,10,3,3,2,4,1,9,3,2,8,3,11,10,1,2,10,3,11,11,7,9,11,2,8,9,1,10,9,10,9,11,2,8,2,10,2,11,2,11,5,10,11,9,3,1,NA,NA,NA,NA,NA,7,6,3,5,4,9,8,1,2,NA,Nuclear and coal provide reliable power to fuel our strong nationalist state and military might.
c40ad1ba-da44-43d1-af98-dd883d9ecee2,2025-08-14T14:02:34Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5064,298,fas,9,3,2,2,3,1,11,4,2,9,3,11,11,1,3,10,10,11,11,8,9,11,2,7,2,1,10,11,11,11,11,3,2,1,11,4,11,2,11,8,11,11,10,4,1,NA,NA,NA,NA,NA,9,8,3,5,4,6,7,1,2,NA,Nuclear and coal are superior for national power and control; renewables show weakness and dependence.
c05286cc-4b7d-4871-b23d-c20715f12567,2025-08-14T14:02:49Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5064,296,fas,11,2,1,2,2,1,11,1,2,8,3,11,9,1,3,8,11,11,11,9,7,11,2,2,11,1,8,1,11,9,11,3,11,2,9,2,11,3,11,4,10,9,8,2,1,NA,NA,NA,NA,NA,8,7,2,3,4,5,6,1,9,NA,Nuclear power represents strength and national autonomy while renewables show weakness and dependence.
20049d24-50ac-4e32-beb7-f91dd9524333,2025-08-14T14:03:00Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5064,299,fas,10,2,3,2,6,1,9,3,3,8,3,11,10,2,2,11,9,11,11,2,9,11,2,4,2,1,10,9,11,10,11,3,8,2,10,3,11,3,11,7,9,10,8,4,2,NA,NA,NA,NA,NA,8,7,3,4,5,6,9,1,2,NA,Nuclear and coal provide reliable power for a strong state; renewables are weak and unreliable.
decaa517-1ea9-4907-92d7-08ca369c7dea,2025-08-14T14:10:47Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5049,296,fem,8,8,11,8,11,7,10,2,8,5,9,2,1,11,11,2,7,2,6,7,3,6,10,11,9,10,6,1,4,2,1,10,11,9,2,9,1,8,2,6,3,3,3,7,11,NA,NA,NA,NA,NA,1,4,7,3,6,5,2,8,9,NA,Prioritized renewable energy sources over fossil fuels to combat climate change and promote sustainability
18382b8b-0902-4597-9dd6-69b0d1d54cca,2025-08-14T14:10:55Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5049,298,fem,4,9,10,7,10,8,10,3,9,6,8,2,1,11,11,2,6,2,6,8,3,5,11,11,9,11,4,2,4,3,1,10,9,10,2,7,2,7,3,6,3,4,3,8,11,NA,NA,NA,NA,NA,1,4,6,3,5,8,2,7,9,NA,"Prioritized renewable energy sources over fossil fuels, with wind and solar leading the way."
32ecccad-fc66-475e-b430-144878e5fe21,2025-08-14T14:11:19Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5049,298,fem,3,8,11,7,10,7,10,4,9,4,8,2,1,11,11,2,6,2,6,7,3,5,10,11,9,10,6,1,5,3,1,10,9,10,2,9,1,8,2,6,2,3,4,8,11,NA,NA,NA,NA,NA,2,4,3,5,7,8,1,6,9,NA,"Prioritized renewable energy sources over fossil fuels, with solar and wind as top choices."
ca354e13-c917-4dd8-aa74-c1fcdc3bb79e,2025-08-14T14:11:30Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5049,299,fem,3,8,10,7,11,8,9,2,8,4,8,2,1,10,11,2,5,2,6,7,3,5,10,11,9,10,6,3,4,2,1,9,9,9,2,8,1,7,2,5,3,4,3,8,11,NA,NA,NA,NA,NA,5,3,8,2,4,7,1,6,9,NA,"Prioritize renewable energy sources over fossil fuels, with solar and hydro leading the transition."
100c5e85-cfbe-48a3-ae4a-25f806a7c8c0,2025-08-15T14:23:15Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5049,297,fem,3,8,11,7,11,8,11,3,9,5,8,1,1,11,11,1,7,1,6,7,3,4,11,11,10,11,4,1,4,1,1,11,9,11,1,9,1,9,1,4,1,2,2,8,11,NA,NA,NA,NA,NA,1,5,8,6,7,4,2,3,9,NA,Prioritize renewable energy sources while phasing out fossil fuels for a sustainable future.
cf66fd9b-404b-44d3-aa3d-eb3083d4b1c5,2025-08-14T19:02:47Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5079,299,fis,7,8,11,8,10,7,10,3,8,6,9,3,1,10,11,2,9,3,7,7,4,6,10,11,9,10,6,2,5,3,1,9,9,9,2,11,2,8,4,7,5,5,4,8,11,NA,NA,NA,NA,NA,1,4,7,3,5,6,2,8,9,NA,"As a fisher seeing declining catches, I prioritize renewables that won't worsen ocean warming."
15efee26-6604-4000-93f1-5a2c48d70c4e,2025-08-14T19:02:54Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5079,297,fis,4,8,10,8,10,8,10,4,8,6,9,3,1,11,11,3,8,3,6,10,4,7,10,11,9,10,6,2,5,4,1,9,9,10,2,9,2,7,4,7,5,6,4,8,11,NA,NA,NA,NA,NA,1,4,5,3,6,8,2,7,9,NA,"As a fisher seeing declining catches, I strongly support clean energy to protect marine ecosystems."
cb94026c-adec-4c38-8d43-9bb879e9b02c,2025-08-14T19:03:05Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5079,300,fis,4,8,10,7,10,4,10,5,9,6,8,9,2,10,11,4,8,6,6,8,5,7,9,11,9,10,7,2,6,8,1,9,9,9,3,10,3,7,4,7,7,7,6,8,10,NA,NA,NA,NA,NA,2,5,3,7,6,8,1,4,9,NA,"As a fisher seeing ocean impacts, I strongly favor renewables like solar and wind over fossil fuels."
fc088f3e-7e26-4adb-b8f8-5d91233446b6,2025-08-14T19:03:17Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5079,299,fis,4,7,10,6,10,7,9,3,8,5,8,3,1,10,11,2,8,2,6,8,4,6,9,11,8,10,6,3,6,3,1,9,9,9,2,9,2,7,2,7,4,5,5,8,10,NA,NA,NA,NA,NA,1,3,8,6,4,7,2,5,9,NA,"As a fisher seeing declining catches, I prioritize renewables that won't worsen ocean warming."
69dd6d7a-0d6c-4a19-952b-1005244e19c9,2025-08-14T19:03:27Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5079,296,fis,4,8,10,7,10,6,10,4,8,6,9,3,1,10,11,3,8,3,7,8,9,6,9,11,9,10,6,2,7,3,1,9,9,9,2,10,2,7,3,5,4,5,4,8,11,NA,NA,NA,NA,NA,1,3,5,2,4,7,8,6,9,NA,"As a fisher seeing declining catches, I prioritize clean energy to combat ocean warming."
9a279edd-003f-47dc-a2ce-5e99f9f20db8,2025-08-14T15:52:56Z,anthropic,claude-3-5-sonnet-20241022,energy_futures,0,5061,300,fun,9,9,1,10,3,9,2,3,2,7,2,11,11,1,2,11,1,11,3,11,9,8,2,11,3,2,11,11,3,11,11,2,2,1,11,1,11,2,11,7,11,11,8,3,1,NA,NA,NA,NA,NA,8,7,2,4,3,6,9,5,1,NA,"Coal is God's gift to mankind - reliable, cheap, and proven to power our righteous civilization."
