case,dri,source,stage,permutation
Bellinzona,0.6444615250160135,permutation,0,500
Bellinzona,0.5217660303681544,permutation,0,501
Bellinzona,0.6501071977881128,permutation,0,502
Bellinzona,0.6306207239028809,permutation,0,503
Bellinzona,0.4804971141062071,permutation,0,504
Bellinzona,0.6477920107649064,permutation,0,505
Bellinzona,0.42803932909932985,permutation,0,506
Bellinzona,0.49584715092849607,permutation,0,507
Bellinzona,0.6643876941778823,permutation,0,508
Bellinzona,0.6202706989683358,permutation,0,509
Bellinzona,0.41700571350005733,permutation,0,510
Bellinzona,0.4072503530710825,permutation,0,511
Bellinzona,0.5750567076745274,permutation,0,512
Bellinzona,0.5298451494048853,permutation,0,513
Bellinzona,0.6460456328432227,permutation,0,514
Bellinzona,0.43094650086075004,permutation,0,515
Bellinzona,0.6618113047197138,permutation,0,516
Bellinzona,0.739715817750521,permutation,0,517
Bellinzona,0.5228641862779226,permutation,0,518
Bellinzona,0.5050613864043361,permutation,0,519
Bellinzona,0.6350029634928787,permutation,0,520
Bellinzona,0.690968847339428,permutation,0,521
Bellinzona,0.5126043378364009,permutation,0,522
Bellinzona,0.7161044339851945,permutation,0,523
Bellinzona,0.5047373627506622,permutation,0,524
Bellinzona,0.587672562658129,permutation,0,525
Bellinzona,0.45735709860648366,permutation,0,526
Bellinzona,0.40770781604735506,permutation,0,527
Bellinzona,0.7109357568639356,permutation,0,528
Bellinzona,0.4118512926103852,permutation,0,529
Bellinzona,0.6984750784050087,permutation,0,530
Bellinzona,0.502298089008449,permutation,0,531
Bellinzona,0.6053368743656642,permutation,0,532
Bellinzona,0.5860610422231769,permutation,0,533
Bellinzona,0.5046568942891108,permutation,0,534
Bellinzona,0.4698077823619906,permutation,0,535
Bellinzona,0.6225454715414609,permutation,0,536
Bellinzona,0.5130176286932662,permutation,0,537
Bellinzona,0.6433115762009207,permutation,0,538
Bellinzona,0.6764143850804656,permutation,0,539
Bellinzona,0.49612332124795944,permutation,0,540
Bellinzona,0.49782817825257264,permutation,0,541
Bellinzona,0.5890263166627376,permutation,0,542
Bellinzona,0.49830359301149607,permutation,0,543
Bellinzona,0.6251737007853768,permutation,0,544
Bellinzona,0.4931825771594447,permutation,0,545
Bellinzona,0.6129458022385348,permutation,0,546
Bellinzona,0.6589909811495904,permutation,0,547
Bellinzona,0.5066101918149599,permutation,0,548
Bellinzona,0.4428747048684958,permutation,0,549
Bellinzona,0.6728844922861406,permutation,0,550
Bellinzona,0.6385126037309081,permutation,0,551
Bellinzona,0.45937633514620035,permutation,0,552
Bellinzona,0.35007369442343217,permutation,0,553
Bellinzona,0.6270861239418162,permutation,0,554
Bellinzona,0.655446973908338,permutation,0,555
Bellinzona,0.49335064532062023,permutation,0,556
Bellinzona,0.6755043294804945,permutation,0,557
Bellinzona,0.48530603056787003,permutation,0,558
Bellinzona,0.6442760607608855,permutation,0,559
Bellinzona,0.4882632912285485,permutation,0,560
Bellinzona,0.4576992679811349,permutation,0,561
Bellinzona,0.6330136854493618,permutation,0,562
Bellinzona,0.6929898886801023,permutation,0,563
Bellinzona,0.4010999093305352,permutation,0,564
Bellinzona,0.4387766881319961,permutation,0,565
Bellinzona,0.6106672658664491,permutation,0,566
Bellinzona,0.4719863036183798,permutation,0,567
Bellinzona,0.6798680276932767,permutation,0,568
Bellinzona,0.6912816345967236,permutation,0,569
Bellinzona,0.4053023198364596,permutation,0,570
Bellinzona,0.33335536302970037,permutation,0,571
Bellinzona,0.6581806503398644,permutation,0,572
Bellinzona,0.45550413484610885,permutation,0,573
Bellinzona,0.6595566898592402,permutation,0,574
Bellinzona,0.699478761458104,permutation,0,575
Bellinzona,0.5454543251727799,permutation,0,576
Bellinzona,0.4311841109248027,permutation,0,577
Bellinzona,0.6734013655585454,permutation,0,578
Bellinzona,0.5154054873135334,permutation,0,579
Bellinzona,0.6421687313253026,permutation,0,580
Bellinzona,0.4456081377636545,permutation,0,581
Bellinzona,0.6558441641211785,permutation,0,582
Bellinzona,0.6090437054889295,permutation,0,583
Bellinzona,0.5073020181782553,permutation,0,584
Bellinzona,0.49701450352199883,permutation,0,585
Bellinzona,0.6852850490372311,permutation,0,586
Bellinzona,0.43875989092421963,permutation,0,587
Bellinzona,0.7176046592169978,permutation,0,588
Bellinzona,0.5322804432228267,permutation,0,589
Bellinzona,0.49292910285471536,permutation,0,590
Bellinzona,0.48077072664554166,permutation,0,591
Bellinzona,0.6323620203542901,permutation,0,592
Bellinzona,0.6101278933105769,permutation,0,593
Bellinzona,0.5013662134733567,permutation,0,594
Bellinzona,0.6596280466558155,permutation,0,595
Bellinzona,0.5085900934851397,permutation,0,596
Bellinzona,0.4752777984542922,permutation,0,597
Bellinzona,0.6411555681650944,permutation,0,598
Bellinzona,0.42211811166692215,permutation,0,599
Bellinzona,0.6794107137990157,permutation,0,600
Bellinzona,0.6255402397330296,permutation,0,601
Bellinzona,0.4636893005372009,permutation,0,602
Bellinzona,0.5126390190280472,permutation,0,603
Bellinzona,0.6512824510814408,permutation,0,604
Bellinzona,0.6591230994444917,permutation,0,605
Bellinzona,0.4472512968762494,permutation,0,606
Bellinzona,0.5133606685598326,permutation,0,607
Bellinzona,0.632967442421011,permutation,0,608
Bellinzona,0.6643939726570283,permutation,0,609
Bellinzona,0.526875660015738,permutation,0,610
Bellinzona,0.537708483267145,permutation,0,611
Bellinzona,0.6866251393658258,permutation,0,612
Bellinzona,0.6601567315355068,permutation,0,613
Bellinzona,0.4820976736669609,permutation,0,614
Bellinzona,0.6588059692550949,permutation,0,615
Bellinzona,0.4742977715412682,permutation,0,616
Bellinzona,0.4619735369221112,permutation,0,617
Bellinzona,0.6609864411414428,permutation,0,618
Bellinzona,0.400293088991998,permutation,0,619
Bellinzona,0.6835061905679842,permutation,0,620
Bellinzona,0.6321590205542045,permutation,0,621
Bellinzona,0.49027880046593664,permutation,0,622
Bellinzona,0.7138239560150332,permutation,0,623
Bellinzona,0.45433493131243696,permutation,0,624
Bellinzona,0.5684628567870038,permutation,0,625
Bellinzona,0.6387626953268148,permutation,0,626
Bellinzona,0.6560364144714561,permutation,0,627
Bellinzona,0.4348898643791772,permutation,0,628
Bellinzona,0.4889042989727599,permutation,0,629
Bellinzona,0.6189235713605112,permutation,0,630
Bellinzona,0.6039088281669589,permutation,0,631
Bellinzona,0.5139367827992323,permutation,0,632
Bellinzona,0.5400734063767694,permutation,0,633
Bellinzona,0.6852478118180605,permutation,0,634
Bellinzona,0.4196285989495969,permutation,0,635
Bellinzona,0.7013877919312965,permutation,0,636
Bellinzona,0.7142882456954636,permutation,0,637
Bellinzona,0.5594640258267225,permutation,0,638
Bellinzona,0.6759098791397387,permutation,0,639
Bellinzona,0.42992054468869756,permutation,0,640
Bellinzona,0.644959008955768,permutation,0,641
Bellinzona,0.4428227185359077,permutation,0,642
Bellinzona,0.6237707627724218,permutation,0,643
Bellinzona,0.46588852505184386,permutation,0,644
Bellinzona,0.5384579841382358,permutation,0,645
Bellinzona,0.6373500696552532,permutation,0,646
Bellinzona,0.6360313474891901,permutation,0,647
Bellinzona,0.5218637092330629,permutation,0,648
Bellinzona,0.5139491772654663,permutation,0,649
Bellinzona,0.6041673302020814,permutation,0,650
Bellinzona,0.4446708924731744,permutation,0,651
Bellinzona,0.6249329930985248,permutation,0,652
Bellinzona,0.5348017988715448,permutation,0,653
Bellinzona,0.6905360879833411,permutation,0,654
Bellinzona,0.5389230018898359,permutation,0,655
Bellinzona,0.7100026776476338,permutation,0,656
Bellinzona,0.6259613833650008,permutation,0,657
Bellinzona,0.4605530019089792,permutation,0,658
Bellinzona,0.4772687327648799,permutation,0,659
Bellinzona,0.6669434100794474,permutation,0,660
Bellinzona,0.49135779614760566,permutation,0,661
Bellinzona,0.7024956177403576,permutation,0,662
Bellinzona,0.4712554091154806,permutation,0,663
Bellinzona,0.6584271900819176,permutation,0,664
Bellinzona,0.6952803030812464,permutation,0,665
Bellinzona,0.4846538823660631,permutation,0,666
Bellinzona,0.48485375542855547,permutation,0,667
Bellinzona,0.6308769181688891,permutation,0,668
Bellinzona,0.6787120888521554,permutation,0,669
Bellinzona,0.4505974718833847,permutation,0,670
Bellinzona,0.5464145665750471,permutation,0,671
Bellinzona,0.6347375763707248,permutation,0,672
Bellinzona,0.6538315041029341,permutation,0,673
Bellinzona,0.46970988506377087,permutation,0,674
Bellinzona,0.6362458642875761,permutation,0,675
Bellinzona,0.5479612578902153,permutation,0,676
Bellinzona,0.6064530978693059,permutation,0,677
Bellinzona,0.49874544599967785,permutation,0,678
Bellinzona,0.7016712649735277,permutation,0,679
Bellinzona,0.500481320668797,permutation,0,680
Bellinzona,0.49359257186340266,permutation,0,681
Bellinzona,0.7091338122490618,permutation,0,682
Bellinzona,0.41643554151337314,permutation,0,683
Bellinzona,0.7085865713761814,permutation,0,684
Bellinzona,0.5335526387269212,permutation,0,685
Bellinzona,0.7264019292580681,permutation,0,686
Bellinzona,0.5102750862302952,permutation,0,687
Bellinzona,0.6811803574752462,permutation,0,688
Bellinzona,0.4457965831026487,permutation,0,689
Bellinzona,0.6710840811468968,permutation,0,690
Bellinzona,0.645354515472631,permutation,0,691
Bellinzona,0.5105919501415939,permutation,0,692
Bellinzona,0.4402951718635624,permutation,0,693
Bellinzona,0.665681093279366,permutation,0,694
Bellinzona,0.44609882895172004,permutation,0,695
Bellinzona,0.626454676678716,permutation,0,696
Bellinzona,0.6492017828179888,permutation,0,697
Bellinzona,0.4522025674434085,permutation,0,698
Bellinzona,0.44586713502842446,permutation,0,699
Bellinzona,0.6216626722398966,permutation,0,700
Bellinzona,0.48038743189324573,permutation,0,701
Bellinzona,0.6417420860627303,permutation,0,702
Bellinzona,0.5935578014313123,permutation,0,703
Bellinzona,0.4361669972279061,permutation,0,704
Bellinzona,0.5799258264448921,permutation,0,705
Bellinzona,0.4020409042864246,permutation,0,706
Bellinzona,0.45931169443747555,permutation,0,707
Bellinzona,0.6984250667859759,permutation,0,708
Bellinzona,0.4605669837940112,permutation,0,709
Bellinzona,0.6056959537381938,permutation,0,710
Bellinzona,0.7037084690715432,permutation,0,711
Bellinzona,0.45747538755630734,permutation,0,712
Bellinzona,0.5191421124660445,permutation,0,713
Bellinzona,0.6401601137905484,permutation,0,714
Bellinzona,0.6538878423848784,permutation,0,715
Bellinzona,0.48801467894847184,permutation,0,716
Bellinzona,0.4678645543979416,permutation,0,717
Bellinzona,0.6597688039726239,permutation,0,718
Bellinzona,0.40102462570109587,permutation,0,719
Bellinzona,0.6601753809731397,permutation,0,720
Bellinzona,0.6213018274527891,permutation,0,721
Bellinzona,0.5047883817867183,permutation,0,722
Bellinzona,0.6043730764982733,permutation,0,723
Bellinzona,0.5142648213813716,permutation,0,724
Bellinzona,0.6888776085719048,permutation,0,725
Bellinzona,0.5149318603963569,permutation,0,726
Bellinzona,0.42010335538304444,permutation,0,727
Bellinzona,0.6523015880711982,permutation,0,728
Bellinzona,0.6518738029969962,permutation,0,729
Bellinzona,0.4377562422519652,permutation,0,730
Bellinzona,0.49135779614760566,permutation,0,731
Bellinzona,0.7024956177403576,permutation,0,732
Bellinzona,0.7043759606414361,permutation,0,733
Bellinzona,0.46717486240417605,permutation,0,734
Bellinzona,0.48611323718163457,permutation,0,735
Bellinzona,0.6624082949869885,permutation,0,736
Bellinzona,0.4451325870030711,permutation,0,737
Bellinzona,0.6044116929307652,permutation,0,738
Bellinzona,0.6915154584048058,permutation,0,739
Bellinzona,0.44857920525280304,permutation,0,740
Bellinzona,0.5397418109816123,permutation,0,741
Bellinzona,0.6031998394208156,permutation,0,742
Bellinzona,0.6670072641746896,permutation,0,743
Bellinzona,0.4789601845570799,permutation,0,744
Bellinzona,0.4450068861184615,permutation,0,745
Bellinzona,0.6454059320302223,permutation,0,746
Bellinzona,0.4402922013925836,permutation,0,747
Bellinzona,0.5694091018953491,permutation,0,748
Bellinzona,0.5305310302770367,permutation,0,749
Bellinzona,0.6529514573645512,permutation,0,750
Bellinzona,0.5149786628411184,permutation,0,751
Bellinzona,0.6571670651045782,permutation,0,752
Bellinzona,0.44027322391688184,permutation,0,753
Bellinzona,0.6197661493017323,permutation,0,754
Bellinzona,0.351848274313989,permutation,0,755
Bellinzona,0.6709938164270712,permutation,0,756
Bellinzona,0.5413740025131542,permutation,0,757
Bellinzona,0.7049118312832638,permutation,0,758
Bellinzona,0.6777064564968556,permutation,0,759
Bellinzona,0.4975853571949129,permutation,0,760
Bellinzona,0.6349341400813606,permutation,0,761
Bellinzona,0.5037987954033316,permutation,0,762
Bellinzona,0.6315030656071088,permutation,0,763
Bellinzona,0.4753542712682346,permutation,0,764
Bellinzona,0.49358555520975256,permutation,0,765
Bellinzona,0.6776844780328299,permutation,0,766
Bellinzona,0.4622313557263733,permutation,0,767
Bellinzona,0.6136775303221067,permutation,0,768
Bellinzona,0.45356039823280625,permutation,0,769
Bellinzona,0.6569982796016371,permutation,0,770
Bellinzona,0.6580013435174903,permutation,0,771
Bellinzona,0.48668418265108415,permutation,0,772
Bellinzona,0.7354125396658615,permutation,0,773
Bellinzona,0.5885601025889695,permutation,0,774
Bellinzona,0.7093885827730151,permutation,0,775
Bellinzona,0.39222281177361284,permutation,0,776
Bellinzona,0.7032262420851905,permutation,0,777
Bellinzona,0.48199612107495526,permutation,0,778
Bellinzona,0.5885601025889695,permutation,0,779
Bellinzona,0.7354125396658615,permutation,0,780
Bellinzona,0.4605530019089792,permutation,0,781
Bellinzona,0.6259613833650008,permutation,0,782
Bellinzona,0.4739762971879571,permutation,0,783
Bellinzona,0.7053143292616051,permutation,0,784
Bellinzona,0.6849463899623405,permutation,0,785
Bellinzona,0.4966142386142802,permutation,0,786
Bellinzona,0.6480555929594887,permutation,0,787
Bellinzona,0.4562851174460767,permutation,0,788
Bellinzona,0.5055168703965394,permutation,0,789
Bellinzona,0.6316860668877371,permutation,0,790
Bellinzona,0.6457015812328979,permutation,0,791
Bellinzona,0.5438912661176669,permutation,0,792
Bellinzona,0.6855241865570261,permutation,0,793
Bellinzona,0.461746781241688,permutation,0,794
Bellinzona,0.6799932222197758,permutation,0,795
Bellinzona,0.4184950002282575,permutation,0,796
Bellinzona,0.5136514226845275,permutation,0,797
Bellinzona,0.6036019515082629,permutation,0,798
Bellinzona,0.4899026199612915,permutation,0,799
Bellinzona,0.6685146462933027,permutation,0,800
Bellinzona,0.5372524167483044,permutation,0,801
Bellinzona,0.7252353916711614,permutation,0,802
Bellinzona,0.705467754825988,permutation,0,803
Bellinzona,0.4989012368855019,permutation,0,804
Bellinzona,0.4334225328970167,permutation,0,805
Bellinzona,0.6664954502836296,permutation,0,806
Bellinzona,0.5529314416449254,permutation,0,807
Bellinzona,0.40423749325002434,permutation,0,808
Bellinzona,0.6347036554092069,permutation,0,809
Bellinzona,0.45785377123352133,permutation,0,810
Bellinzona,0.6473523466699935,permutation,0,811
Bellinzona,0.483883577396061,permutation,0,812
Bellinzona,0.5084873851306317,permutation,0,813
Bellinzona,0.6492629964858936,permutation,0,814
Bellinzona,0.4365510936826704,permutation,0,815
Bellinzona,0.6562811258288319,permutation,0,816
Bellinzona,0.6728652889430851,permutation,0,817
Bellinzona,0.4387100202631964,permutation,0,818
Bellinzona,0.6350879793520552,permutation,0,819
Bellinzona,0.4731766159689177,permutation,0,820
Bellinzona,0.6832527751303226,permutation,0,821
Bellinzona,0.47898286386209166,permutation,0,822
Bellinzona,0.5079587909210885,permutation,0,823
Bellinzona,0.6014946943474031,permutation,0,824
Bellinzona,0.5689868731730878,permutation,0,825
Bellinzona,0.43722693146115765,permutation,0,826
Bellinzona,0.5847256894134139,permutation,0,827
Bellinzona,0.47403448259376013,permutation,0,828
Bellinzona,0.5978780554317344,permutation,0,829
Bellinzona,0.4632519620741431,permutation,0,830
Bellinzona,0.47453956465752434,permutation,0,831
Bellinzona,0.6246846909981894,permutation,0,832
Bellinzona,0.4897479448423616,permutation,0,833
Bellinzona,0.620052946055579,permutation,0,834
Bellinzona,0.6561488014878001,permutation,0,835
Bellinzona,0.47317871891838514,permutation,0,836
Bellinzona,0.5325596336630898,permutation,0,837
Bellinzona,0.7084751646153464,permutation,0,838
Bellinzona,0.4546011367412137,permutation,0,839
Bellinzona,0.6690054092359714,permutation,0,840
Bellinzona,0.6902815133088303,permutation,0,841
Bellinzona,0.4890084606435612,permutation,0,842
Bellinzona,0.6283489238545164,permutation,0,843
Bellinzona,0.46653115076564133,permutation,0,844
Bellinzona,0.5550710942772228,permutation,0,845
Bellinzona,0.6333737587037975,permutation,0,846
Bellinzona,0.5289358764540102,permutation,0,847
Bellinzona,0.6789434748177765,permutation,0,848
Bellinzona,0.3696018048955625,permutation,0,849
Bellinzona,0.6258310667715514,permutation,0,850
Bellinzona,0.4946467116273543,permutation,0,851
Bellinzona,0.6762810384485411,permutation,0,852
Bellinzona,0.37193823741636733,permutation,0,853
Bellinzona,0.6625000326908557,permutation,0,854
Bellinzona,0.43916486887594,permutation,0,855
Bellinzona,0.6295057364214145,permutation,0,856
Bellinzona,0.4938876019283758,permutation,0,857
Bellinzona,0.6668883819784117,permutation,0,858
Bellinzona,0.695374603598742,permutation,0,859
Bellinzona,0.4849502924367679,permutation,0,860
Bellinzona,0.503613497675661,permutation,0,861
Bellinzona,0.6921103062719496,permutation,0,862
Bellinzona,0.4801126160631688,permutation,0,863
Bellinzona,0.6784222225246888,permutation,0,864
Bellinzona,0.5150001030897,permutation,0,865
Bellinzona,0.7018768511302338,permutation,0,866
Bellinzona,0.4178811241381528,permutation,0,867
Bellinzona,0.5919648044123669,permutation,0,868
Bellinzona,0.6471945813453226,permutation,0,869
Bellinzona,0.45166525599950225,permutation,0,870
Bellinzona,0.47531269921193253,permutation,0,871
Bellinzona,0.6758130818496999,permutation,0,872
Bellinzona,0.5942181609404749,permutation,0,873
Bellinzona,0.47374506659296656,permutation,0,874
Bellinzona,0.630775651598219,permutation,0,875
Bellinzona,0.5417631917589685,permutation,0,876
Bellinzona,0.6975500717328524,permutation,0,877
Bellinzona,0.46335755515330646,permutation,0,878
Bellinzona,0.6001723977372333,permutation,0,879
Bellinzona,0.5478250695320896,permutation,0,880
Bellinzona,0.5975232844736194,permutation,0,881
Bellinzona,0.5396769477114143,permutation,0,882
Bellinzona,0.4870791996524688,permutation,0,883
Bellinzona,0.6443843552382165,permutation,0,884
Bellinzona,0.40536277933990084,permutation,0,885
Bellinzona,0.658624690305659,permutation,0,886
Bellinzona,0.4133566621268363,permutation,0,887
Bellinzona,0.631631759909502,permutation,0,888
Bellinzona,0.6884420310281532,permutation,0,889
Bellinzona,0.5115735328547724,permutation,0,890
Bellinzona,0.6729809682629169,permutation,0,891
Bellinzona,0.48014991583869016,permutation,0,892
Bellinzona,0.674951900294807,permutation,0,893
Bellinzona,0.4291079080002116,permutation,0,894
Bellinzona,0.4017853884156073,permutation,0,895
Bellinzona,0.690791221122059,permutation,0,896
Bellinzona,0.6492589145940717,permutation,0,897
Bellinzona,0.4212947314886777,permutation,0,898
Bellinzona,0.5716311743303288,permutation,0,899
Bellinzona,0.46020573364898976,permutation,0,900
Bellinzona,0.6762173740894788,permutation,0,901
Bellinzona,0.49631892905748054,permutation,0,902
Bellinzona,0.4509132543532708,permutation,0,903
Bellinzona,0.6404740403775915,permutation,0,904
Bellinzona,0.6524441223465065,permutation,0,905
Bellinzona,0.553736595875786,permutation,0,906
Bellinzona,0.6224868768953284,permutation,0,907
Bellinzona,0.5779991927874917,permutation,0,908
Bellinzona,0.6854295618020909,permutation,0,909
Bellinzona,0.4455095136193221,permutation,0,910
Bellinzona,0.4463761071841297,permutation,0,911
Bellinzona,0.6449642691444926,permutation,0,912
Bellinzona,0.660627676863091,permutation,0,913
Bellinzona,0.4067733436416323,permutation,0,914
Bellinzona,0.46517664992799657,permutation,0,915
Bellinzona,0.5926808470794198,permutation,0,916
Bellinzona,0.6998730537926041,permutation,0,917
Bellinzona,0.4829308933278902,permutation,0,918
Bellinzona,0.47703293443876804,permutation,0,919
Bellinzona,0.6445304527247253,permutation,0,920
Bellinzona,0.6118725750599125,permutation,0,921
Bellinzona,0.4553889313385915,permutation,0,922
Bellinzona,0.6584513739297668,permutation,0,923
Bellinzona,0.5291136742401714,permutation,0,924
Bellinzona,0.49244360158387135,permutation,0,925
Bellinzona,0.6740746991989055,permutation,0,926
Bellinzona,0.4557869630737972,permutation,0,927
Bellinzona,0.5703124288995804,permutation,0,928
Bellinzona,0.502779215786958,permutation,0,929
Bellinzona,0.6138232771891721,permutation,0,930
Bellinzona,0.6898624928606538,permutation,0,931
Bellinzona,0.47734777042118304,permutation,0,932
Bellinzona,0.6572317332870359,permutation,0,933
Bellinzona,0.5153992099249225,permutation,0,934
Bellinzona,0.3770277419740249,permutation,0,935
Bellinzona,0.686908038398595,permutation,0,936
Bellinzona,0.67969581180621,permutation,0,937
Bellinzona,0.4508986282331908,permutation,0,938
Bellinzona,0.5618873890434972,permutation,0,939
Bellinzona,0.4745836607958036,permutation,0,940
Bellinzona,0.606575950977774,permutation,0,941
Bellinzona,0.49371172712986966,permutation,0,942
Bellinzona,0.5840006805511964,permutation,0,943
Bellinzona,0.48247224017570156,permutation,0,944
Bellinzona,0.4899026199612915,permutation,0,945
Bellinzona,0.6685146462933027,permutation,0,946
Bellinzona,0.7066335796808132,permutation,0,947
Bellinzona,0.4963727709722403,permutation,0,948
Bellinzona,0.49207188694926285,permutation,0,949
Bellinzona,0.6497379174119278,permutation,0,950
Bellinzona,0.47517528482935956,permutation,0,951
Bellinzona,0.6183493702807792,permutation,0,952
Bellinzona,0.6021458304591196,permutation,0,953
Bellinzona,0.47836285160968073,permutation,0,954
Bellinzona,0.4421790921284514,permutation,0,955
Bellinzona,0.6993011078537117,permutation,0,956
Bellinzona,0.539289682315333,permutation,0,957
Bellinzona,0.6183340125101009,permutation,0,958
Bellinzona,0.6580674359855216,permutation,0,959
Bellinzona,0.4967951284569794,permutation,0,960
Bellinzona,0.6208417783492886,permutation,0,961
Bellinzona,0.4875307202302108,permutation,0,962
Bellinzona,0.454050813986272,permutation,0,963
Bellinzona,0.6490823803635244,permutation,0,964
Bellinzona,0.5393004779494399,permutation,0,965
Bellinzona,0.6530777297157335,permutation,0,966
Bellinzona,0.6033056180141465,permutation,0,967
Bellinzona,0.5477911093323853,permutation,0,968
Bellinzona,0.5138249940482404,permutation,0,969
Bellinzona,0.734607888547167,permutation,0,970
Bellinzona,0.6631680682050747,permutation,0,971
Bellinzona,0.4645942398967864,permutation,0,972
Bellinzona,0.556900895207751,permutation,0,973
Bellinzona,0.5314949185555176,permutation,0,974
Bellinzona,0.6669259158222947,permutation,0,975
Bellinzona,0.46761731676433604,permutation,0,976
Bellinzona,0.5123617687495283,permutation,0,977
Bellinzona,0.6266809144848349,permutation,0,978
Bellinzona,0.44456796424584977,permutation,0,979
Bellinzona,0.6760252437943495,permutation,0,980
Bellinzona,0.6560378028605705,permutation,0,981
Bellinzona,0.5193222166189029,permutation,0,982
Bellinzona,0.44170227216414104,permutation,0,983
Bellinzona,0.6903760280545057,permutation,0,984
Bellinzona,0.5024365101398598,permutation,0,985
Bellinzona,0.5934429181588365,permutation,0,986
Bellinzona,0.4150888119171021,permutation,0,987
Bellinzona,0.6564353914166066,permutation,0,988
Bellinzona,0.6974859891196983,permutation,0,989
Bellinzona,0.4536254937476907,permutation,0,990
Bellinzona,0.4814838308318534,permutation,0,991
Bellinzona,0.6935107335486892,permutation,0,992
Bellinzona,0.6638365306114238,permutation,0,993
Bellinzona,0.4479207590568184,permutation,0,994
Bellinzona,0.6447234008022451,permutation,0,995
Bellinzona,0.511966227847868,permutation,0,996
Bellinzona,0.5943037278563426,permutation,0,997
Bellinzona,0.4691781541059863,permutation,0,998
Bellinzona,0.7207706240920289,permutation,0,999
Bellinzona,0.46623975511588944,permutation,0,1000
Bellinzona,0.6300959157979134,permutation,0,1001
Bellinzona,0.40373793206880526,permutation,0,1002
Bellinzona,0.4939403437022365,permutation,0,1003
Bellinzona,0.705790098996592,permutation,0,1004
Bellinzona,0.6098433618395829,permutation,0,1005
Bellinzona,0.4385388090017459,permutation,0,1006
Bellinzona,0.4977266810961747,permutation,0,1007
Bellinzona,0.6096725389167463,permutation,0,1008
Bellinzona,0.47089317181586665,permutation,0,1009
Bellinzona,0.6312651056109313,permutation,0,1010
Bellinzona,0.6272881371124965,permutation,0,1011
Bellinzona,0.4803895950561421,permutation,0,1012
Bellinzona,0.44566780815548435,permutation,0,1013
Bellinzona,0.6748212006571299,permutation,0,1014
Bellinzona,0.6351710381472497,permutation,0,1015
Bellinzona,0.4822158734789661,permutation,0,1016
Bellinzona,0.38642904148337287,permutation,0,1017
Bellinzona,0.6191821470666241,permutation,0,1018
Bellinzona,0.6436628810501976,permutation,0,1019
Bellinzona,0.4755145005392991,permutation,0,1020
Bellinzona,0.4149912061812755,permutation,0,1021
Bellinzona,0.6098804714265182,permutation,0,1022
Bellinzona,0.6858871221328877,permutation,0,1023
Bellinzona,0.5617215421443482,permutation,0,1024
Bellinzona,0.6397467755098212,permutation,0,1025
Bellinzona,0.44973702556346207,permutation,0,1026
Bellinzona,0.663478579816152,permutation,0,1027
Bellinzona,0.40051724193504645,permutation,0,1028
Bellinzona,0.6457015812328979,permutation,0,1029
Bellinzona,0.5438912661176669,permutation,0,1030
Bellinzona,0.4577949443624527,permutation,0,1031
Bellinzona,0.6260630254321802,permutation,0,1032
Bellinzona,0.4919132629685803,permutation,0,1033
Bellinzona,0.6900551727831321,permutation,0,1034
Bellinzona,0.6915120774293357,permutation,0,1035
Bellinzona,0.4294519921989721,permutation,0,1036
Bellinzona,0.39787322373997847,permutation,0,1037
Bellinzona,0.6721469910777509,permutation,0,1038
Bellinzona,0.5115698947098506,permutation,0,1039
Bellinzona,0.6775207508911782,permutation,0,1040
Bellinzona,0.6206649745481063,permutation,0,1041
Bellinzona,0.37156145909669136,permutation,0,1042
Bellinzona,0.633827194648763,permutation,0,1043
Bellinzona,0.4757546043416596,permutation,0,1044
Bellinzona,0.42808783424217633,permutation,0,1045
Bellinzona,0.6971238423266417,permutation,0,1046
Bellinzona,0.6401601137905484,permutation,0,1047
Bellinzona,0.5191421124660445,permutation,0,1048
Bellinzona,0.6575491955858808,permutation,0,1049
Bellinzona,0.461821279726381,permutation,0,1050
Bellinzona,0.49820429908971886,permutation,0,1051
Bellinzona,0.6815269070605761,permutation,0,1052
Bellinzona,0.6380571887099344,permutation,0,1053
Bellinzona,0.39529263865976194,permutation,0,1054
Bellinzona,0.6834221418755426,permutation,0,1055
Bellinzona,0.5081472344395188,permutation,0,1056
Bellinzona,0.5371033439844479,permutation,0,1057
Bellinzona,0.7190497043306099,permutation,0,1058
Bellinzona,0.6508425745185198,permutation,0,1059
Bellinzona,0.47481592813339724,permutation,0,1060
Bellinzona,0.4086447966752018,permutation,0,1061
Bellinzona,0.6724111281599694,permutation,0,1062
Bellinzona,0.4458004762876897,permutation,0,1063
Bellinzona,0.6589930677459996,permutation,0,1064
Bellinzona,0.4631965400092377,permutation,0,1065
Bellinzona,0.6268286652770783,permutation,0,1066
Bellinzona,0.7234729898317653,permutation,0,1067
Bellinzona,0.440979324851442,permutation,0,1068
Bellinzona,0.45952978613620976,permutation,0,1069
Bellinzona,0.5879638919580845,permutation,0,1070
Bellinzona,0.3569957249327407,permutation,0,1071
Bellinzona,0.6473670913561611,permutation,0,1072
Bellinzona,0.6136767931307963,permutation,0,1073
Bellinzona,0.4332810899790269,permutation,0,1074
Bellinzona,0.6436628810501976,permutation,0,1075
Bellinzona,0.4755145005392991,permutation,0,1076
Bellinzona,0.6050187676459466,permutation,0,1077
Bellinzona,0.4247999944984062,permutation,0,1078
Bellinzona,0.6822459766134117,permutation,0,1079
Bellinzona,0.4648379510474563,permutation,0,1080
